,Prof,Lec,Star,Reviews
21,차승현,르네상스문화와과학,5,리얼 교양을 쌓는 과목 너무 재미있었어요밑에 1점님이 공부안한거에요~ ㅋ
22,박애영,회계원리,5,더퀸갓마제스티엠페러엘리자베스애영 회계와 사랑에빠지는지 교수님과 사랑에빠지는건지 모르겠읍니다.. 최고의 교수님
23,공준환,21세기동아시아사회의이해,5,한학기동안 정말 만족하면서 수업 들었습니다. 1교시 수업이지만 듣고 나면 꽤 많은 걸 배웠다는 생각과 역사를 바라보는 가치관도 뚜렷해졌습니다.  그동안 들었던 역사 수업과는 또 다른 느낌이었습니다. 개인적으로 강추합니다! 그리고 시험범위는 많지만 시험 문제는 까다롭지 않습니다.
24,권태한,경력개발과취업전략,3,다른수업과 달리 완전 다른수업 취업하고싶으면 듣자
25,한길석,논리적으로사고하기,5,새로생긴 개꿀 교양. 연강. 출튀 가능.  수업 안듣고도 올려준 수업자료 한번 읽고 문제풀면 기말고사 걱정 없음. 학기 중간에 30분짜리 조vs조 토론 2번 있는데 참여태도가 좋다고 1번으로 줄여줌 ㅎ. 주제에 맞게 조 의견 정하고 근거 조사하고 상대방 의견이랑 반론 받아치면 됨.
26,한재현,재무관리,5,갓재현 더이상 무슨말이 필요한가????? 갓재현으로 삼행시 해보겠다갓 재현 교수님은재 진짜현 갓이다
27,이정훈,반도체및나노공정,3,이거 시험에 나옵니다 = 안나옴. 누가봐도 식이랑 그래프 존나 그려진 부분에서만 집중적으로 나옴. 물성공학처럼 넓고 얕게파면 피보는 과목
28,한재경,형법각론,5,중간고사 실수한게 있어서 아쉽지만 역시 형법은 갓재경
29,김철수,대중음악의역사,5,킹철수 갓철수 이번학기 힐링과목불만이 왜나오는지모르겠음;
30,이기백,C프로그래밍응용,3,"파이썬 할줄알면 꿀, 아니면 그냥 강의자료보고 독학해야됨 강의자체는 별로임"
31,박애영,회계원리,5,말이 뭐가 필요한가? 그냥 들어라갓애영
32,김정수,경영학의이해,2,"교수님은 착함과제 2번 팀플 1번 시험2번(중간은 아예 논술임, 기말은 o,x문제와 논술)수업은 나름 '경영'학의 이해는 맞는 듯하나 자기 이야기를 너무 많이함.(특히 취업얘기. 나는 경영학의 이해를 수강하러왔지 취업얘기를 들으러 온 것아님 그리고 자기 썰을 너무 많이함 그러다가 시간이 over됨)솔직히 과제 팀플 시험이 너무 많아서 1학년 과목인지 의문임 ㅠㅠ"
33,권윤기,벡터해석학및연습,1,어렵고 또 어렵고 어려운 수업입니다 교수님이 직접 학점 못준다는 말씀하시지만 열심히하면 그만큼 좋은성적나오는 교수님입니다 안듣는거추천합니다
34,오종민,전자재료공학개론,3,배우는거에 비해 시험이 많이 어렵습니다 고학번이랑 수업해서 일학년이 듣기에는 힘들었습니다
35,최정윤,대학영어,5,굿애프터눈~ 굿애프터눈~~ 렛츠 써머리 써머리~ 처음엔 되게 빡세고 그럴 줄 알았는데 교수님께서 수업 준비도 되게 열심히 해오시고 수업 시간이 지루하지 않도록 여러 활동들을 구성하심. 매주 조가 바뀌고 조끼리 문장 작성하고 문제 푸는 시간이 있는데 그냥 부담 1도 안됨. 교수님 비율 다 채워주신다고 했고 시험문제도 페이지까지 다 알려주심. 중간고사때는 문법 틀릴 것 같으면 그냥 외우라고 하셨음ㅋㅋㅋㅋ그리고 맨밑에 강평에 대학생 맞냐고 하신 말은 걍 장난식으로 에브리원 이거 중학교때 배웠던거야~ 기억안나?? 에브리원~ 이러면서 말씀하신거임 진지하게 받아들이는 사람이 있을 줄은 몰랐네;;;
36,김정수,경영학의이해,1,"경영학의 이해가 아닌 경영학을 떠나라가 강의 목적임,,경영학에 정 떨어지게 만드는 강의,,고등학교때 과목은 선생 따라 간다는 말이 공감됨.경영학 싫어질까봐 걱정임..진짜 경영학의 이해를 듣고 싶다면 교수 바뀌고 들으셈."
37,최정윤,대학영어,5,"me가 내면  you가 쓰면 되,,교수님 자체도 너무 좋으심. 학생을 배려해주시는게 매 수업마다 느껴짐. 과제도 대학생이라면 완만하게 할 수 있고, 깐깐하게 채점하진 않으심.  시험 범위는 당연하고 출제 쪽수까지 친절히 알려주심.열심히만 하면 얻는게  있을 수 밖에 없는 강의"
38,엄영현,객체지향프로그래밍,3,어려웠습니다ㅠ그래서 공부하기 매우 힘들었어요
39,김광섭,말하기와소통,5,아침이라서 졸려 죽을 뻔 했지만전공과 다른 빡센 교양에 지쳐 허덕대는 우리에게한줄기의 빛과 같은 수업이었다
40,조선낭,음악의이해,5,그저 빛 강의. 진짜 에이플 못 받는게 등신임. 학점의 수호자다
41,안영아,C프로그래밍응용,1,다른건 밑에 많으니까... 한개만 썰품 공휴일에 1교시 휴강안하고 학생들 불러놓고 안온얘가 메일보냈다고 오늘은 출결반영안한다고 번복함  진심 최악
42,신현철,전자회로2,5,"실력없으면 다른과거  듣는것  추천설계프로젝트 1번시험2번 진도 ch  15까지시험난이도 매번 새로운유형 10문제중 1,2문제는 과제에서 내주심나머지는 실력 싸움 어차피 시험시간 많이주시니  할만함전자회로 제대로 공부하고싶다면 듣는것도 나쁘지않음그냥저냥  학점 따기용으로들을거면 무조건 다른분 ㄱㄱ"
43,민상원,공학기술과사회,4,밑에 ㅂㅅ인가말이 프로젝트지 그냥 발표하는건데 그렇게 치면 그 시간 이용해서 새로 프로젝트한 사람이 있니? 기존에 한 캡스톤 아님 어디서 가져온거 한거면서 평가하고 자빠졌네ㅋㅋㅋㅋ 대학생 정도면 지가 알아서 해야하는거 아니냐?이 수업 귀찮아서 그렇지 솔직히 괜찮다.서울대 학생들이 듣는 수업 같이 듣는거고 현기차 관심있는 사람들한테는 진짜 개좋은 수업이다. 기아차 임원들한테 상담받을 수 있고 얻어 먹을 수 있으면 얻어먹을 수 있는 수업이다.
44,이대범,영화의이해,1,노잼 대형강의라서 집중도 안됨 영화도 옛날 영화 틀어주심
45,?,전략적의사결정과문제해결,1,왜 수학문제가 나오는지..ㅎ 강의는 말할것도없고 이거 듣느니 차라리 다른교양 들으세요 진짜.
46,강태웅,문화산업과유통,4,"태웅쓰라는 치트키가 있음에도 헬이었던 강의... 이번 학기 21명 상평이라 그런지 기말고사도 있었고, 매주마다 영화 2~4편씩 감상하고 비교 레포트 써야 함ㅠ 솔직히 과제만 아니면 수업 내용도 유익하고 교수님도 귀여우신데, 과제가 많아서 시간이 많은 사람이 들으면 좋을 강의......"
47,허돈,공학수학2,5,어렵지만 전기과교수님들중에 제일나으니까 들으세요
48,김철수,대중음악의역사,5,과제 4번만 진행했고 시험은 안봄 솔직히 팀플도 없고 과제 500자만 쓰는게 다임 그자체로 꾸르르르르르르교양이라고 할수 있겠다. 교양인데 에이 아님 에이플이고 시험도 없다니 얼마나 좋은건가
49,한재경,법과권리,5,시험이 까다로운 것은 사실이나 강의 자체가 유익합니다.
50,하태준,회로이론2,4,빡세다. 하지만 제대로 공부하고 계산 실수 안하면 분명 좋은 점수 받을겁니다
51,한재경,형사정책,5,수업퀄리티는 언제나 좋으나시험은 신들의 전쟁4년동안 갓재경 교수님 수업 다 마스터하시고그 정점을 찍고 졸업하러 듣는 과목입니다
52,김정권,취업전략,5,진짜 학점 모자라서 채우려면 듣고 뭘 얻어가고 싶다면 이거 말고 다른수업 들으세요15주 수업인데 출석체크 9번함
53,공준환,21세기동아시아사회의이해,5,그냥 들으세요. 최근 동아시아 역사문제 이해하는데 직빵입니다.
54,신우용,증권투자론,3,교수님이 처음 수업 맡으셔서 시험날짜 정할때도 눈치보심과제 모의투자 보고서 제출인데  주식에 대한 기초지식 없으면 수행하기 힘듦.진도는 나가시는데  설명이 부족함.  시험은 객관식과 주관식이며객관식은 엄청 세세하게 물어보심. 주관식은 교재의 연습문제 그대로 나오는데 양이 너무 많음. 특히 계산문제는 수업시간에  관련 문제풀이가 없어서 매우 당황스러움.
55,이현균,법률용어론,1,듣지마 그냥.... 이현균 교수님 앞으로 뵐일 없을듯...
56,정소영,동아시아문학과사회,5,교양다운 교양. 내 생각을 많이 유연하게 사고할수 있도록 유도해주심 강의도 지루하지않고 재밌습니다!
57,권태한,거시경제학,3,"퀴즈 매일 있음. 은근 부담되고 점수 반영비율 큼.수업은 책 필요없고 강의자료도 없음. 강의시간에 교수님이 말씀하시는거 다 필기해야함.강의력은 좋으시고 실제 사회의 경제상황을 예시로 제시해주시며 흐름을 잡게 도와주심그러나, 강의 중간에 말씀하시는 것 중에 정치적인 내용있음. '우리나라 경제가 어려운건 젊은이들이 해외여행을 가서 그런거니 일자리 없다고 불평하지마라'라고 하셨는데, 매우 거북했음"
58,김신곤,MIS개론,5,교수님 수업에  이의 있는 사람?탕-없지?
59,최영훈,국가와행정,3,앞선 강의평과 같이 교수님이 목소리가 낮고 강의내용이 재미 없으며 강의실도 커서 집중하기 어려운 강의입니다. 게다가 교수님도 학장출신으로 경력이 되시고 자존심도 있으신만큼 수업 중간중간에 뒤에 앉은 학생들한테 꼽을 주시거나 하는데 당연히 학생 반응은 없어서 정적... 또 교수님이 가끔 혼잣말로 개그 하시고 또 혼자 웃으시는데 그게 또 너무 재미 없어서 정적..이런 보기 힘든상황이 수업 중에 많이 연출됩니다. 수업 분위기 중요시하게 생각하시는 분이면 왜 그렇게 수강포기자가 많고 여석이 많은 수업인지 알게되실거에요.과제는 숙제라는 형식으로 거의 매주 있고 이 외에도 수업내용 공지를 유캠퍼스 강의자료실에다가 무더기로 올려버리십니다. 그래서 확인하기 쉽지 않아요.근데 이 교수님의 가장 큰 문제는 바로 고집입니다. 학생들이 하는 결과물에 별 다른 양식을 기재하지 않으시겠지만 결국 교수님이 원하는 내용이 있고 수업중에 그걸 잘 파악하고 과제물이나 시험 대체 레포트에 잘 녹여내는게 중요합니다. 한 마디로 교수님 눈치 많이 봐야하는 수업이에요.
60,김정수,경영학의이해,2,전공수업이 아닌 대규모  특강같음..  교수님이 피드백은 잘해주는데 계획같은게 너무 제멋대로임. 팀플에 과제에 시험에 그것도 시험 ㄹㅇ논술임....비추
61,한재경,법과권리,1,강의평가가 왜 좋은지 모르겠는 역대급 강의뒤통수 개쌔게 맞은 느낌ㅋㅋ특히 중간고사 기말고사 시험 스타일이 여태 봤던 시험 중 제일 최악 객관식의 모든 문제가 모두 고르시오로 출제되고 보기가 5~6개가 나오는데 답이 1개도 있고 5개도 있음 ㅋㅋ 하나 모르거나 헷갈리면 그 문제 자체가 나감강의 도중에 욕설도 많고 법적인 분쟁이 있는 사람은 본인한테 연락하라고 하는데 실제로 법적으로 조언을 구하거나 도움을 받는 경우면 수업 들은게 유익하긴 할듯
62,김정권,인문교양세미나,3,"나는 대한민국 고등학교의 야간자율학습을 몸소 겪어온 천하무적 학생이다라는 생각으로 호기롭게 신청했는데....... 과제 별로 없고, 비규칙적으로 휴강하고, 3학점이 필요한 야행성 학생들은 좋아할 수업이다."
63,연윤정,대학수학및연습2,5,수학을 못해 걱정된다고요? 연윤정 교수님 강의라면 대수 마스터 가능!!!! 엄청 쉽고 자세하게 가르쳐주시니 복습만하면 에이쁠 개꿀
64,김광섭,말하기와소통,5,"개인적으로 발표랑 팀플을 좋아하지 않는 편이라 정말 아찔했습니다. 그렇지만 3가지 테마를 통해서 학생들이 성장해나가고, 단점이 보완되는게 눈으로 보이는 수업이었습니다. 교수님도 인간미 넘치시고 정말 좋으신 분입니다. 다만 시험기간이랑 과제가 겹칠 때가 많아서 헛웃음 나왔음."
65,졸지,대학영어,4,한문장으로 요약한다 =나이스가이 졸지 수업을 재밌게 이끌어나가는 데 탁월하시다.  다만 인터넷 과제가 매주 있어서 살짝 귀찮았다.... 가끔가다 한 번씩 과제 까먹으면 2퍼센트씩 감점돼서 나름 스트레스였음. 그래도 졸지 교수님 수업 또 듣고싶음. 1교시라 고민하고 있다면 아묻따 무조건 들으시길.
66,손주영,조직과리더쉽,4,"나는 나가서 발표를 해야 하거나 레포트, 과제를 제출해야 하는 수업은 듣고 싶지 않다 하는 분들은 이 수업 강력 추천. 교수님도 정말 젠틀하시고 수업방식도 나쁘지 않았음. 다만 성적이 상위권 다툼이 치열해서 시험에서 살짝만 실수해도 등수가 훅 떨어지고,  모든 게  '암기' 그 자체인 수업이기 때문에 외우는 거 싫어하거나 암기 능력 떨어지면 개비추...."
67,김신곤,MIS개론,5,"경영대엔 훌륭한 교수님 두 분이 계신다. 최정현 교수님, 김신곤 교수님. 후배님들 진정한 경영학도가 되고 싶다면 두 분의 강의는 꼭 수강하도록 하세요!"
68,신상진,동아시아국제관계사,5,역시 갓상진 갓상진 그러는게 아닙니다!! 그냥 들으세요!
69,신영주,데이터구조설계,3,수업을 들어보면 교수님이 알기 쉽게 설명을 잘 해 주십니다. 문제는 집중해서 듣기가 힘듬..
70,이동호,시스템소프트웨어,3,솔직히 남는건 많이 없는 강의. 시험 두번에 과제 두번. 일주일에 한 번 수업 한 번 인강.차라리 안우현 교수님꺼 재수강 각오하고 듣는거 추천해요
71,이은경,중국어비즈니스작문,1,듣지마세요 피할 수 있음 피하세요.. 암기력싸움을 넘어서 실수싸움입니다. 열심히해도 실수하면 바로 B입니다. 실수와의 싸움을 하고싶다~? 하시면 들으세요옹~>_<
72,김신곤,MIS개론,3,교수님 좋아하지마그게 뭔데교수님 좋아하지 말라고그게 어떻게 하는건데
73,신현철,전자회로2,2,혼자 공부해야됩니다. 수업은 일주일에 한번있습니다.
74,한재경,형법각론,5,이번학기는 중간기말 다 쉬웠음 대신 범위가 유독 많았다는 느낌..시험유형은 타과목 교수님 시험유형과 동일함당연히 수업은 교수님의 입담과 연기로 지루할틈 없이 재밌었음
75,김신곤,MIS개론,5,내앞에서 김신곤 교수님 욕하지마교수님이니한테잘못한게뭔데교수님이니한테계획서에없는과제를줬니교수님이니한테얘기도안하고과제를줬니교수님도눈물잇고교수님도속상하고교수님도글읽는다야 니들교수님이만만하냐?니들이 교수님보다 영어잘해?니들이 교수님보다 차있어?니들이 교수님보다 홍콩가봤어?니들이 교수님보다 4차산업혁명잘알어?니들이 교수님보다 귀여워?교수님이 얼마나 힘든지도 모르면서직접본 실체도 아니면서니들때문에 올리는 거야...경영대생이면 꼭 들어...
76,변숙은,서비스마케팅,4,"팀플 1번, 조모임도 많이 할 필요는 없구요.시험은 중간이 40점 으로 크고기말이 15점으로 퀴즈느낌입니다.난이도는 진짜 교양처럼 어렵지 않습니다. 문제는 그런 과목임에도 변별력을 키우고자 교수님은 빡세게 내시겠죠??강의 교안에서 다른 수업이라면 참고하라고만하고 넘어갈만한 안중요해보이는 한줄,  표하나 이런게 시험이 나옵니다. 피피티에서 안중요해보이는 것들까지 토씨하나 다 외워야되요. 난이도가 쉬운 만큼 공부하는게 참 골때립니다. 다 아는 내용인데 진짜 지루하게 반복 숙달 암기하는거 밖에 없어요.  저는 이런 식의 공부는 안좋아해서, 정말 열심히 했지만 기억에는 안남을 수업일 것 같습니다."
77,한재경,법과권리,5,학점과 상관없이 학교다니면서 처음으로 유익한 강의였습니다
78,서상구,경영과컴퓨터,3,1학년 강의인데 내용이 너무 어려워요..시험문제는 막 어렵지는 않아요
79,하병국,비즈니스데이터분석,3,시험전에 기출 올려주셔서 그거 연습하면됩니다
80,변숙은,소비자행동,3,강의내용은 무난하고 좋았는데 팀플이 너무 힘들었습니다
81,이은정,경제신문읽기,5,여러분 반드시 잡으세요. 이 수업은 그냥 갓입니다.  갓이라는 표현말고는 딱히 쓸 표현이 없어요
82,강사(미정),대학영어,4,갓 제프 꼭 들으세요 ㅠㅠㅠ수업도 굉장히 재밌는편
83,최웅철,공학설계입문,4,ㅋㅋㅋㅋㅋㅋ 날로 먹는 수업진짜 등록금 아까운데 학점 채우기는 참 좋은수업
84,이호석,진로탐색및설계,5,1번의 오리엔테이션.7번의강연으로 구성된 패논패과목. 2번은 취업관련강의하고 5번은 보험계리사분이 오셔서 보험수학을 정리 및 설명해주심. 보험수학 듣기전에 들으면 좋은강연이었음. 마지막에 기말대체로 자유형식 자소서있음 분량이나 형식이 자유라서 제출하면됨.  다른 전공이랑 안겹치면 추천. 전공1학점 얻는과목.
85,노정진,심층탐구예술의이해,5,그저 가기만 하면 패스되는 1학점 패논패과목. 1번의 오리엔테이션과 7번의 강연으로 구성된 수업임. 여러 예술관련 분야 종사자가 와서 1시간에서 1시간30분정도 강연하는 좋은 수업. 음악을 듣거나 그 사람의 인생얘기 해주심. 힐링되는 수업이라 생각하면됨. 2번이상은 빠지면 논패. 출석만 챙기면되서 시간나면 추천.
86,김서영,심층탐구인간의이해,5,여러교수님들의 강연을 듣는 수업. 1번의 오리엔테이션과 7번의 강연으로 구성된 강의. 1번빠지는거까지는 괜찮으나 2번부터는 논패스. 출석만하면 되는 1학점 패논패과목임. 강연내용은 인간심리관련이라 강연자에 따라 지루하거나 재밌거나 극과극인 강연 출석만 하면되니 시간남으면 듣는거 추천.
87,정영철,기초전자회로실험2,1,나머지 실험과목 수강 실패하면 듣게 되는 수업. 수기 레포트
88,이은정,경제신문읽기,5,출석 40  과제 30  기말 30  이정도 비율인데 60점이상이면 패스인 패논패과목임. 출석이랑 과제만하면 그냥 패스인 꿀과목. 출석은 지정좌석이고 중간기준으로 한번 바꿈 원하는자리 고를수있고 최대한 반영해주심. 과제는 매주 인터넷신문 한개 읽고 의견쓰기 하는데 15분이면 충분함 중간고사때는 빼주심. 수업자체가 질이 좋고 얻어가는게 많은 수업이라 얻기만 한다면 그학기는 성공. 듣는 시기의 이슈나 경제관련 내용을 토대로 수업하셔서 자동으로 면접질문 준비도되서 3.4학년에게는 너무나 추천. 교수님 자체가 너무 좋으시고 열정가득 친절만땅임. 기말도 마지막에 정리본 올려주셔서 한번쓱 보기만해도 반이상은 씀. 4번이상만 안빠지고 기말시험 보러만 가면 그냥 패스인 꿀 패논패 강의!
89,김상목,선형대수학,5,수업 잘 들었습니다. 뒤로 갈수록 내용이 추상적이라 어려웠..
90,안재혁,전자공학응용실험,4,조교님도 착하시고 괜찮음. 제안서나 최종발표때 안재혁교수님은 들어오시지 않음. 화욜반이었다는 거 빼고는 완벽
91,오태현,전자회로2,4,"오태현 교수님 수업 들어본 사람은 알듯이 동영상강의는 이제 사라짐. 단, 마지막 단원 내용은 집적회로도 그렇고 복습용으로 올려주심.중간때는 할만했으나 기말땐 헬파티 열림. 기말 내용이 상당히 어렵고, 무엇보다 수업양이 매우 많으시다. 다른 교수님 7~8단원까지 수업할때, 오태현교수님은 12단원까지 진도를 나가심. 대신 그만큼 얻는것도 많다.과제는 가끔 주시며, 시험 전에 갑자기 퀴즈를 내심. 퀴즈가 점수에 들어가는지는 모르겠으나 미리 준비하는게좋음."
92,오태현,디지털집적회로설계,4,"과제는 정말 가끔씩 내 주신다. 과제에서 시험이 나오는 경우도 있으니 한번쯤 보는걸 추천함.중간은 쉬웠고, 기말은 어려움. 그렇다고 못풀정도는 아니고 이해하고 있으면 풀 수는 있었음. 단지 양이 좀 많아서 어려울뿐.강의교재가 따로 없고, 교재 소개를 해주시는데 수업때 배우는 내용이랑 달라서 쓸모가 없다. 이부분은 좀 아쉬움.강의력도 좋으시고 그럴저럭 만족한 수업이었음.혹시 부울대수 기억안나는 사람은 한번 연습해두시길. 중간때 부울대수로 표현하는 문제 나왔는데 너무 오래전에 배운거라 못품 ㅜ"
93,조원주,반도체공정1,4,좋은 강의입니다 매우 좋아여 교수님 열정 가득
94,한재경,형사정책,5,형사소송법 공판부분 진도나갑니다. 형판세랑 더불어 고수들이 많이 모인 수업이라 학점경쟁치열합니다.
95,정동훈,인터랙티브커뮤니케이션개론,3,교수님이 이름 외우고 얼굴 아는 학생들이 점수 잘 받아가는 듯
96,한종희,PublicAdministrationinSociety,4,과제는 매주 깜지쓰는것이 있습니다. 그러나 시험은 크게 부담가질필요없고 들을만해요
97,?,문화콘텐츠스토리텔링전략,3,"꿀인강이란 평가에 혹해서 들었다가 고생했다.  처음  몇번은 매우 재미있게 들었지만 시간이  지날수록 늘어나는 인강 길이를 감당하기 매우 버거웠다.(학업이랑 알바 병행하는 사람은 듣지마라) 강의는 크게 두 부분으로 첫번째는 이론설명, 두번째는 작품분석을 하신다. 작품분석의 경우 다루는 작품을 이미 봤다는 전제 하에 설명하시기때문에 영화나 드라마를 많이 본 사람이 아니면 멍때리고 그냥 듣기만 하게된다.  시험의 경우는 온라인 응시이며 그렇게 어렵진 않다. 정말 강의필기내용에서 다 나온다. 한가지 조심할 점은본인은 중간고사 볼 때 실수로 마우스 커서가 시험응시창을 벗어나서 경고메세지가 나왔다. 원래 이 메세지는 클릭하면 사라져야되는데 오류인지 시험시간 내내 사라지지않아서 반정도 못풀었다.(망했다는 얘기다). 마우스커서가 응시창을 벗어나지 않게 주의하자. 필기량이 매우많으므로 귀찮은 사람은 사진으로 찍어라."
98,한재현,재무관리,5,"수업에 대한 열정, 학생을 생각하는 마음, 강의 실력, 뭐하나 빠지는게없음. 광운대 전체로 놓고봐도 손꼽히는 교수님일듯"
99,박애영,회계원리,5,설마 회계원리를 박애영 교수님한테 안 듣는 사람은 없지???
100,조은성,마케팅,4,학기 중 퀴즈는 없어서 좋았음강의 방식이 호불호가 갈릴 수는 있는데나한테는 호인 방식이었음이번 학기는 팀플이 아닌 개인발표로 바뀌었는데다음 학기에는 어떻게 될지 모르겠다
101,김정수,경영학의이해,1,강의명 경영학의 이해 X두근두근 교수의 내 맘대로 수업이렇게 무책임하고 무계획인 건 처음 봄
102,강성률,한국영화문화론,5,타과생이 듣기 좋은 영화교양수업- 전 미디어 아닌 타과생이었지만 원래 영화를 좋아하는터라 아주 즐겁게 들었습니다. 한국영화에서 가족영화를 중심으로 역사적 흐름을 알수 있었네요.-김서영교수님의 영화의 이해 같은 수강경쟁 빡센 교양보다 이 전공 수업을 교양으로 듣는게 제 생각엔 더 좋은거같습니다.-매수업마다 영화 1편씩 보는데. 매 금요일마다 전 극장가는 기분이었습니다 ^^-시험도 하나도 안 어렵고 교수님이 풀어쓴 책을 가지고 거기에다가 자기만의 썰을 덧붙여 써도 괜찮을거같네요. 이 역시도 본 영화가 많을수록 날로먹기 좋은 시험입니다. 그냥 본거. 아는거 덧붙여서 쓰면 되니까요.-교수님의 아재개그는 가끔 재밌고 가끔 너무유치하지만 그냥 하하호호로 넘겨들으면 돼요
103,강성률,영상문법,5,강성률 교수님 수업의 공통적인 장점이자 단점인데이름가지고 말장난치는 아재개그 수업마다 매번 있고요.자기 취향에 안맞아도 대충 하하호호로 넘기시면돼요. 수업자체는 영화좋아하면 꼭 들어보셨으면 합니다.  영화 전반적인 기술.기법 지식이 생기고 어디서 영화가지고 아는척하기 좋은 내용들입니다. ㅎㅎ 전 기존에도 영화좋아해서 들었지만 더 식견이 늘었네요
104,강사(미정),인터넷법이론과실무,3,김건희 교수님이었고. 중간은 발표대체(인터넷 관련한 법 주제로 자유발표) 기말은 그 발표한것을 레포트로 만들어서 제출하는것. 절평이여서 널널하게 들었습니다. 어느정도 다른 법지식 헌민형 그리고 저작권법 개념 듣고 들으면 더 수월할듯.
105,한재경,형사정책,5,한재경 교수님 테크타려면 최종적으로 들어야 할 강의. 이름은 형사정책이나 형사소송법2임.  그리고 대부분이 한재경교수님 다른 강의 다 듣고 마지막쯤으로 듣는강의라 공부 열심히해야합니당
106,홍승연,요가,5,1.일단 절평이고 출석문제없으면 전부 A+2.시험 하나도 안어려움.3.근데 수업 2시간이 생각보다 운동되고 빡세요. 쉬는시간 없이 2시간 다이렉트로 요가동작 조지는데 끝나고 나면 땀나고요.  애초에 운동이 목적인사람이 들어야 아주 좋을듯.
107,김정권,취업전략,5,"그냥 2학점 얻을 수 있는 과목입니다. 과제는 자소서 써서 내는 건데, 아무말이나 써서 제출했지만 별 말 없었습니다."
