,Prof,Lec,Star,Reviews
24,이은경,기초러시아어,3,이렇게 버거운 교양은 처음입니다..수강신청 때로 시간을 돌린다면 이걸 듣느니 전공을 하나 더 듣겠습니다.러시아어 꼭 배우고 싶은 분들만 들으세요.
25,한경석,경영정보시스템(영어),3,완전좋은거같에요시험도 쉽구학점잘주네여정말감사합니다
26,이정미,컴퓨팅적사고A그룹(온&오프),2,이 교수님꺼 괜히 들었다.... 별로였어요. 시험점수도 계속 깎았다 말하고 다른 교수님 꺼들을걸....
27,서영숙,재무관리(영어-한국어),1,ㅈㄴ 노답. 시험지 유출됐는데 문제도 안바꾸고 그냥 냄. 개빡치네. 가르치는 것도 겁나 못가르침.
28,조영필,운영체제(나반),4,할게 많지만 그만큼 남는것도 많음교수님이 너무 귀여우심
29,서영숙,재무관리(영어-한국어),4,시험은 중간 기말 모두 8문제고 계산문제는 각각 2문제씩 나옴. 출석에 신경 많이 쓰심. 수업 중간에 폰들고 나가면 혼내고 수업때 피피티 사진찍어도 혼냄. 시험은 교수님이 설명한거에서 나오기 때문에 수업에 집중해야함.
30,조은식,채플,3,0.5학점~~마지막 채플 끝났습니다. 항상 지루하지만 마지막이라 생각하니 기분좋게 마무리 했습니다
31,문용,스포츠와건강관리(스포츠학부제외),3,과제나 시험 난이도에서 큰 어려움이 없지만 그렇다고 얻어가는게 있는 수업도 아닌 것 같습니다편하게 들을 수 있는 교양인 것 같아요
32,신기철,보험원론,1,말년에 꿀 빨려는 노친네임 ㅋㅋ강의력 멘틀 뚫었다 ㅋㅋ
33,강아람,채플,3,잠 잘오고 좋아요~~~ 문화채플 많이 했으면 좋겠어요
34,신기철,보험원론,1,단언컨대 최악의 수업. 교수님 강의 들으면서 공부할 생각하지 말고 독학하세요
35,조재호,비교경제제도론,4,"중간기말, 레포트 쉬운거 한번, 은산분리 머리터지는거 한번. 발표없어서 꿀이지만 공부할때는 욕나오는 과목. 범위 겁나많네. 기말 공부하기 싫어서 쓰는 강의평가."
36,한진일,공학수학(다)(영어-한국어),4,학점 잘 안나와도 배운거에서 만족할거같아요 과제 그닥 안많고 강의노트 엄청 잘만드셔서 이해하기도 쉬웠어요
37,문정화,섬김의리더십,4,"교수님 좋으신분에, 수업도 다 좋습니다..다만 뭔가 엄청 자잘하게 할게 많았습니다. 1학점짜리 MOS교양처럼, 자격증만 따고 그거 인증만 하면 되는거라고 생각했는데.봉사만 하면 끝나는게 아니라, 일지 작성하고, 계획서 작성하고, 보고서 작성하고뭔가 신경쓸거 너무 많습니다. 봉사는 일찍 신청하지 않으면 후반에는  구하기 어렵습니다. 빨리 신청하세요.꿀교양은 아닙니다."
38,강경희,사고와표현,5,교수님께서 우선 사람자체가 엄청 좋으세요 수업시간은 주로 토론식으로 강의하시고 학생들 배려많이 해주시고 좋으신분이에요한학기동안 수업잘들었습니당
39,?,채플(공통채플,3,"어쩔수없이 들어야 하는 거지만 뭐그냥 앉아있다가 오는거니까 ,,귀찮기는 하지만 거기서 딴짓하거나 자도 뭐라안해서 괜찮아요"
40,김종배,기업가정신과행동(온&오프),3,거의 조끼리 활동하는 거라서 교수님이 어떠시든 상관없는  듯 해요근데 이 교수님은 개인시험(=필기시험)점수를 이름과 함께 호명하십니다^^
41,문정화,섬김의리더십,3,봉사시간 18시간 채우고 기독교 1학점 챙기려는 목표라면 할거라면 꿀 맞기는 한데 얻어가는게 없어요. 봉사에 뜻이 있어서 하시는 분들이라면 생각보다 귀찮아질거에요.
42,서유화,AI및데이터분석의기초B그룹(온&오프),1,(/'°0°)/' 드랍 더 클래스스래클 더 랍드'\(°0°'\)
43,조경희,생활프랑스어(불문제외),5,교수님이 엔젤 그자체... 단지 교양이다보니 학생들이 집중을 잘 못할뿐...
44,조경희,생활프랑스어(불문제외),5,교수님 개 천사.... 학생들 집중도가 많이 떨어지긴하는데 열정적으로 강의하시고 너무 착하심... 본인이 불어에 관심이거나 좀 할줄 안다 하면 꼭듣고(시험이 공부하면 잘나와서) 학점용이라면 생각해보시길(지루해서) 시험은 중간기말 30문제씩
45,조은희,한반도평화와통일(최대수강신청가능학점초과하여신청가능)(온&오프),3,"생각보다 할만하고 조 친구들, 과 동기들이랑 친해지고 재밌게 놀다감. 버스타고 갈 때 힘들긴합니다"
46,강동구,컴퓨팅적사고B그룹(온&오프),5,교수님이 배려 많이 해주십니다! 유고 등등 재미없는 농담도 해서 강의하면서 웃음도 이끌어내세영
47,김홍기,독일지역학입문,3,기말 100%입니다. 출석 잘 안부르시다가 기말 다가와서 가끔 부르십니다. 피피티 왔다갔다하면서 설명하시고 피피티 양도 많아서 공부하기 애매합니다. 개인적으로 교수님이 먹을 거 사주셔서 그땐 좋지만 학점생각하면 비추천입니다. 교수님이 생각보다 개방적이라 당황하실 수도 있습니당
48,조은식,채플,3,0.5 개꿀####~%%%%%%%~~~~~
49,조은희,한반도평화와통일(최대수강신청가능학점초과하여신청가능)(온&오프),1,이 지랄하고 학점 1점 주는게 말이 되냐? 양심있으면 캠프+사강+시험인데 최소2학점은 줘야지
50,조은식,채플,3,힘든 수업 사이 잠을 잘 수 있는 시간. 12번 정도 하는데 4번 정도는 안 와도 됨. 밥 먹으러 가던가 채플와서 자던가 알아서 하셈
51,오효려,초급중어회화작문2(선행학습자)(원어-한국어),5,"중문과 교수님 중 그저 빛.. 걍 원탑인 듯.제일 잘 가르치심. 원래 고려대 교수님이라, 내년에도 계실지 모르겠으나, 계속 계셨으면 좋겠음."
52,이은희,사고와표현,5,"수업 여유롭고, 안깐깐함.사표 교수님 추천!"
53,배명진,컴퓨터구조,3,맨처음에 개소리하는거 시험에 나오니 필기하셈(it융합이란 무엇인가)진짜임 후회하지 마시고 ㅎㅎ
54,?,채플(공통채플,5,영어로 진행할 뿐이고 보통 채플이랑 거의 똑같아요!
55,조은애,한일문화비교,3,프린트에 키워드 나온거로 시험문제가 나옵니다~
56,김익수,프로그래밍2및실습,5,"교수님 정말 좋으신 분이고 강의도 좋습니다. 프로젝트도 하면 도움도 잘되고, 족보 중요합니다"
57,조은식,채플,3,그냥 괜찮다 삼분의일이상출석해야된다. 그래야 패스가된다
58,한진일,공학수학(다)(영어-한국어),4,답을 명확하게 써야함 기준 벗어나면 틀림. 강의평가를 하랬더니 과 비방을하네 ㅋㅋ 산공 싫으면 산공오지말았어야지 왜왔누
59,강의선,컴퓨팅적사고B그룹(온&오프),5,중간고사는 개념도 포함되있어서 할만합니다.. 개념 아닌 문제들은 생각해서 풀면 가능한 문제들이에요~
60,김무한,국제통상영어,1,응 시험문제 안알려줘~ 뭔 70프로를 알려줘 ㅋㅋ공부한 보람 1도 없음이런거 들으려고 아침에 학교 오는게 너무 짜증났음시험 전날 공부해도 되는데 이 공부하는 시간마저 아까움학점이 먼저여도 안듣는걸 추천
61,한용란,합창과공동체인성,1,한학기동안 정말 재밌게 수업 들었습니다.조 마다 한 곡씩 정해서 합창하는데 이걸로 평가 한번 있고요.마지막 수업이 합창제 참여해서 반 전체로해서 합창하는게 있습니다.(출석 1번으로 인정됩니다)과제는 2개라 보면 되는데요 1개는 학교나 외부에서 하는 연주회 보고 감상문 쓰는게 있는데 이것 또한 출석 1일 인정됩니다. 과제 점수에는 해당 안되는거 같아요두 번째는 악보를 하나 주시는데 거기에 1절 2절 가사를 쓰는거에요시간은 다 충분히 주시니까 걱정안하셔도 되요.조별 발표 곡은 수업 시간에 연습할 시간 많이 주셔서 따로 만나서 연습 안해도 준비 많이 할 수 있어요.마지막으로 중간고사는 없고 기말고사 한번이 있는데 수업 시간에 말하신 것만 시험에 나오니까 수업에 말한 음표나 용어들 정리하시면 될거에요 교가도 1절 2절 다 외우시고요.아 그리고 출석은 무조건 다 해야 c 안받습니다. 출석이 아주 중요해요!!!!
62,조은식,채플,3,채플시간은 잠을 자는 시간혹은 과제해도 좋은 시간임
63,김성철,경영과학,4,교양듣는 느낌통계쪽 수업이지만 항상 남는게 없는 느낌그래서 학점도 고만고만하게 나온다암암리에 족보도 다 풀렸고 그대로 나오는데평균이 50대가 나오는걸 보면 다같이 족보믿고 공부안하는 느낌
64,오승일,중국어입문(중문제외),5,수업30분만함 시험도 본인이 열심히하면 A가능 무엇보다도 교수님이 정말유쾌하고 잘가르치심
65,ScottJosephPrince,AcademicWritinginEnglish2(영어),5,우리 스콧 ㅠㅠ 1년 내내 같이 듣는데 너무 좋다 최고다 ㅠㅠ
66,양진석,사회학개론(나),1,출석은 사실상 노의미 출석했었다 말하면 다 바꿔줌 그리고 컨닝 기말때는 잘잡음 그거는 잘한다
67,정선옥,기초스페인어,5,교수님 너무 좋으십니다. 농담도 잘 해주시고 피곤해 보이면 수업 15분 정도 일찍 끝내주심 ㅎㅎ
68,최형광,고급컴퓨터수학,5,팀 프로젝트가 실생활에 적용되는 것이어서 도움이 많이 되었고 데이터 사이언스 맛보기를 할 수 있어서 좋았습니다
69,문정화,섬김의리더십,5,교수님이 학생들을 챙겨주시려고 노력하신다.써야하고 내야할것만 잘해서 내면 학점 받을 수 있다.단 봉사를 18시간 채워야하니 그렇게 꿀은 아니다
70,신장철신장철,일본산업론,2,참 10년이상 한결같은 교수님...똑같은 ppt에 한국인인데도 한국어를 못알아듣게 수업함.중간 기말은 배운부분에서 한가지 논술형 주제로 서술하는것다만 교수가 알려준 내용으로만은 양면을 채우기엔 무리이기에 무조건 참고책을 또는 교수 논문도 달달외워서 써야함.일단 시험성적 기준을 아직까지도 잘 모르겠지만 그래도 양면을 다 채우면 에이임. 일본어는 하기싫고 그냥 편한 수업하나 넣자 하면 추천
71,오미영,일한번역연습,1,"하,,,, 개꼰대 진짜,,,,,언행불일치 오지는 꼰대임.말씀하시는 부분중에 공감하는 부분도 있지만 항상 느끼는데과함. 5절까지 함 . 그리고 단어시험3번을 한자 후리가나 뜻을 다외워야하고, 중간고사에 기말고사대체레포트인데 비율이 다 100%씩임. 너무 힘든데 교수님도 너무 과함. 도망가라..."
72,장만영,기업의이해,5,교수님 이야기하시는거 재밌게 들을 수 있고 살아가는 자세에 대해서 배울 수 있어서 좋았습니다. 휴강도 많이하시고 결석이 큰 페널티가 없습니다. 발표도 이번에 생겼는데 큰 부담이 없이 팀에서 역할 잘 나누면 자기 할 일 1시간에도 끝낼 수 있을겁니다. F는 절대 안주시려고 하시니 편하게 들을 수 있습니다.
73,조은식,채플,4,강의 중간에 쉬는 시간으로 좋아요솔직히 자리는 상관 없는 듯
74,윤준성,매체미학(영어),5,지각 한번 이상하면 하위 20퍼인 c받을 수도... 정상적으로 다녓다면 에이
75,김완섭,컴퓨터그래픽(온&오프),5,나는 아직도 포토샵 하나도 할 줄 모르지만 aca포토샵 시험은 합격함ㅎㅎ 수업 하나도 안듣고도 기출만 몇번 보면 패스~ 과제는 2번있는데 할만해여
76,CozBenjamin,AcademicWritinginEnglish2(영어),5,말이 좀 빠르시긴한데 착하시고 과제 진짜 거의없고 수업 타이트하지 않고 되게 널널함 시험도 다른 영어반은 문법 쪽지시험 같은거 있는데 그런거 전혀없고 말하기 위주 시험만 2번보고 라이팅시험 한번보는데 부담없는 시험임  이분 걸리면 솔직히 영어꿀임 영어 원어민 강사중에 진짜 깐깐하고 귀찮은거 많이 시키는 강사분들 많아서....
77,강영호,인사관리경제학,5,"경제수학,미시경제학 기초가 탄탄하다면 당신은 이미 에이"
78,김대욱,에너지경제학,5,자신이 수업의 질보다는 학점이 우선이라면 듣자 . 진짜 경제학과 고학년강의중에서 이보다 편한강의는 없다
79,김은정,사고와표현,1,강의평 좋아서 들었는데 진심 후회돼요.이 교수님 수업은 배운 내용을 토대로 과제를 하고 평가받는 게 아니라 아무것도 모르는 상태에서 글을 쓰면 그거 가지고 평가를 하시고 설명은 나중에 해주십니다. 뭘 알려주고 나서 그걸 잘 배웠는지 아닌지 평가해야되는 거 아닌가요? 백지처럼 아무것도 모르는 데 일단 쓰라고 하고 설명해주실 때도 너네가 이래서 점수를 낮게 받았다 이렇게 말씀하시는데 정말 기분 나쁩니다. 모르는 건 다 똑같은데 운 좋아서 평가기준에 맞게 쓰면 점수 잘받는 거고 못맞추면 점수 못받는거에요. 그리고 점수도 정말 깐깐하게 주시고 할 것도 정말 많습니다. 요약문+개요쓰기+글쓰기+서평(팀과제)+서평발표(팀과제)+시험2번. 진짜 학점챙기고 싶으면 듣지 마세요 제발. 좋은 점은 교수님 사람 자체는 좋으시고 시험이 오픈북이라는 거에요. 끝
80,김은정,사고와표현,1,제발 듣지 마세요. 출석도 개판으로 부르시고 도데체 뭘 말하시려는지 모르겠음. 점수에 대한 기준도 제멋대로고 무엇보다도 공정하지가 않음.  2학기때 들었던 수업중에 가장 후회되는 수업. 학점 관리해야하는 분은 절대! 절대! 듣지마세요~
81,김광용,빅데이터분석및경영활용(영어-한국어),5,개인적으로 경영학부 들와서 가장 배워가는게 많은 수업이었음
82,임선숙,사고와표현,5,굉장히 착하시고 학생들을 위하시는게 보여서 제가 다 죄송할 정도였여요 ㅠㅠ 전 외국에서 살다와서 문법이 조금 부족한데 더 신경써주셔서 너무 감사했습니다! 중간고사는 문법문제만 나와서 정말 낮은 점수를 받았지만 과제랑 발표에서 좋은 점수를 받아서 원하는 학점은 받았습니다 ㅋㅋ 이분 걸리신건 정말 축복입니다 여러분 ㅜㅜㅠ
83,AmyRobertson,AcademicWritinginEnglish1(고급),5,전형적인 미국식 스타일의 수업을 하시는 분 같아요. 저는 외국에서 살다와서 굉장히 좋았습니다. 털털하시고 재밌는 분이세요. 과제도 없고 하라는 것만 하고 수업시간에 발표 많이 하면 점수 잘 주세요. 교수님이 당신의 이름을 외웠다면 A점대는 확정! 아 대신 일회용 플라스틱 컵 가지고 들어가면 안됩니다 싫어하세요 ㅋㅋ
84,배철우,인간심리와평생학습,4,저는 개인적으로 꿀교양이라고 생각했어요 ! 이과에다가 전혀 관심 없는 주제라 많이 어려울 거라고 생각했는데 생각보다 괜찮았고 무엇보다도 시험이 쉬워서 좋았습니다 ㅎㅎ 시험 문제는 학생들 발표자료에서도 나오고 교수님 자료에서도 나오는데 피피티만 완전 외워가면 전혀 문제 없을 거 같아요 !
85,정재후,현대인과성서,3,자기가 쓴 책에 자기 생각 쓰는거 귀찮지만 나머진 앵간
86,정선태,이산수학,5,제일 중요한 과목인거 같은데 다들 악평만 듣고 수업 들을 생각이 없어요.  실제로 교수님 말씀하시는거 보면 자료구조나 알고리즘이 조금씩 섞인거 같은데 이해하기 충분합니다. 시험도 오픈북으로 공부만 했으면 쉬워요
87,정인섭,노동법1,3,"출석 처음 시작할때 한번만 부르시고 지각도 전부 결석이니 그냥 ㅈ각하셨으면 인들어가셔도 대요그리고 그냥 오픈북이라서 듣는 정도,"
88,강동구,컴퓨팅적사고B그룹(온&오프),4,좋아요. 다만 재수강 반이라 문과인데도 불구하고 7주내내 파이썬만 배웠내요....막 어렵진 않은데 이해 안되는 부분은 암기로 때려맞출수 있는 정도에요
89,김희찬,사회복지법제(가),5,진짜 너무 좋았어요:)팀플한번 과제 하나 시험 두번 있는데 시험도 인어렵고 교수님 스타일이 째째한 부분에서 시험내시는걸 싫어하시는 분이라 흐름만 읽어도 될거같아요
90,민승근,대학수학,4,포기하눈 사람이 많아서 열심히 하면 무난히 좋은 성적대는 나올듯
91,조은희,한반도평화와통일(최대수강신청가능학점초과하여신청가능)(온&오프),3,관종이라면 생각보다 재밌게 다녀올 수 있음 밥도 맛있는 편근데 문경까지 가는 게 말이 되냐?
92,신선임,리더십과진로계획,5,이런 수업 또 없다. 무조건 수강하면 꿀빨수밖에 없음
93,조은희,한반도평화와통일(최대수강신청가능학점초과하여신청가능)(온&오프),2,마지막날 춤추는것과 시험기간에 다니는거 빼고수련회 느낌  밥은 평이해 걍 다녀와라 필수다
94,최지웅,알고리즘,4,교수님이 가르 치는것은 꼼꼼하게 잘 가르쳐주심. 아래 강의평에서 언급한 상담 내용에 대해서도 동의하는데 자기 생각에 따라서 강의평가한 다른 사람들까지 '객관화 못하는 광신도'로 만들어 내는거 보면 아이러니함.
95,노희천,재무회계,5,"시험은 객관식에 단답형 문제로만 출제되고, 70분간 25~7문제 정도 풀어야 합니다. 출석은 대체로 다 체크합니다. 무엇보다 딴 짓 할 생각이시면 이 수업 듣지 마세요. 욕 쳐먹습니다.  하지만 수업 중엔 교수님 매우 나긋나긋하게 설명 잘 해주시고 이런저런 인생에 도움이 될 만한 이야기들도 자주 해주십니다. 위 사항 정도만 숙지하시면 매우 참된 수업이 될거라 믿어 의심치 않습니다. 재무회계 수강할 거면 꼭 이 분 들으세요."
96,강달원,계량경제학,2,과제가 너무많아서 진짜 죽을것같다. 중간고사는 쉬운편이였는데. 과제가 진짜 죽겠다.
97,?,채플(공통채플,3,이어폰끼고 맨날 놀았습니다 죄송합니다 교수님 ... 4학기를 이렇게 더 해야하다니 미리사과하겠습니다
98,황규백,바이오데이터마이닝,5,너무나도 깔끔한 텍스트북 요약머신교수님 연구분야와 맞닿아 있어서 커리큘럼도 정확하고 수학적이든 직관적이든 접근도 매우 훌륭데이터마이닝을 배우고 싶다면 이 수업을 적극 추천합니다.
99,오충연,국어문장구성의원리,5,이 교수님은 올 오픈북 논술식으로 내는대 절대평가 입니다.이런 수업 어떠세요? ^ - ^
100,이주형,채플,5,믿고 듣는 채플!!! 이 맛에 숭실대 다니지 ㅋㅋ
101,조은식,채플,4,매주 가야되는건 귀찮지만 가서 자다오면된다가끔 시끄러울때도 있지만 괜찮다
102,안상욱,설득과수사,5,과제도 없도 조별도 없고 교수님 배려킹왕짱 그냥 굳 백점만점에 50000점
103,김진오,정역학(나),5,평이 좋아서 김진호교수님 수업 선택했는데 이번 학기중에 제일 잘한 선택인 것 같고 정말 학생들 배려 해주시고  여태까지 제가 수업받았던 교수님들중에서 최고라고 말하고싶습니다..
104,조은식,채플,5,잘 쉬러 가는 시간ㅋㅋ 수업사이에 껴있으면 가서 잘 수도 있고 개꿀
105,한종철,회계원리,5,"너무 좋았던 강의.과제 1번. 팀플 없고 중간 기말.출석은 체크를 안하시는것같기도하고... 하시는거같기도하고...안나간적있는데 출석된경우도 있고, 5분 늦었는데 지각찍힌적도 있음. 따로 부르거나 하시진 않았음수업은 조금 지루하나 개념중심으로 친절하게 알려주시고 시험도 책위주로 했으면 시험은 충분히 잘볼 수 있음. 개인적으로  수업을 열심히 참여안해도 혼자 하면 되는부분이 많아서 좋았고, 교수님이 진짜 너무너무 선하셔서 좋았음."
106,도경화,데이터사이언스,1,"본인 커리어에 대한 자부심이 상당하심. 그걸 기반으로 학생이 본인 의견과 다른 부분이 있을 때 본인보다 잘 아냐는 식으로 의견을 묵살하는 경우가 있음.  호칭 역시 너, 니가 등을 주로 사용하심. 항상 늦게 오시면서도 늦은데에 대한 이유나 사과 하신적 없음. 강의도 몇번 하시지 않았을 뿐더러 딱히 도움도 되지 않음. 드랍하지 않은게 이번학기 가장 큰 실수"
107,유현수,컴퓨팅적사고A그룹(온&오프),5,엄청 친절하시고 설명도 잘하신다. 다만 시험 끝난지 몇주가 지났는데 학점은 왜 안알려주시는걸까
108,강달원,계량경제학,3,내 머리가 나쁜건지 설명하는걸 이해하기가 힘들다. 다른 학우들이 질문이 없어서 혼자 뒤쳐진거같은 느낌
109,강아람,채플,5,항상 잘자다가 갑니다~ 늘 그렇듯 따듯하고 좋아요
110,최형광,고급컴퓨터수학,2,"다른거 다 필요없고, 중간발표 QnA를 공격적으로 한다는 점, 2학년 수준에 맞지않는 단어를 섞어가며 공격한다는 점. 이해 안됩니다."
111,도경화,데이터사이언스,1,"개선해야할 점이 많다고 생각됩니다.우선, 매번 지각을 하시는 교수님은 시간약속을 지키셔야한다고 생각합니다. 학생들이 먼저 와서 10~20분 매번 기다리는 상황인데, 학생들은 납득할만한 이유를 듣지 못하였습니다.발표를 시켜서 수업을 진행하는 것은 좋습니다. 하지만, 학생들이 발표하는 도중에 말을 끊거나, 거의 발표가 모두 진행된 상황에서 다음에 다시 해오라 하는 식은 이해할 수 없었습니다. 데이터 사이언스 과목이라 데이터 부분이 부족하다는 점, 이해합니다. 하지만 데이터 사이언스 과목이기 때문에, 발표 태도나 프레젠테이션에 관한 부분은 자제하셔야한다고 생각합니다.  알아서 채점하셔야 한다고 생각되며, 발표도 개개인의 개성이 있는데 그 부분 무시하는 점이 보기 좋지 않았습니다. 1~2달 내내 발표하는 것도 이해가 되지 않습니다. 수업을 한달하고, 학생들 발표를 1-2달 내내 시킨다는 점. 발표 내용으로 시험을 낸다는 점. 그 외에 할 말 많지만 여기까지 하겠습니다."
112,박성훈,공학설계입문(나)(영어-한국어),1,진짜  다시는 듣기 싫은 과목 왜 팀플이 싫어지는지 알게해주는 과목 학기내내 만들고 발표하고 개별과제까지 해야됨
113,장세완,합창과공동체인성,5,합창은 개인점수에 안들어가고 수업만 잘듣고 문제풀면 에쁠 나옵니다
